WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:8009
Press CTRL+C to quit
127.0.0.1 - - [07/Sep/2026 14:32:33] "GET /login HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/vendor/app-tailwind.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/vendor/chart.umd.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/password-fields.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/vendor/chart.umd.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/password-fields.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/vendor/fontawesome/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /static/vendor/fontawesome/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /api/filtros HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /api/por-cliente HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /api/kpis HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /api/resumen HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /api/grafico HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:39:08] "GET /api/alertas HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:42] "GET /api/filtros?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:42] "GET /api/grafico?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:42] "GET /api/kpis?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:42] "GET /api/alertas?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:42] "GET /api/resumen?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:42] "GET /api/por-cliente?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:49] "GET /api/filtros?mes=2026-08&cliente=Supervielle HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:49] "GET /api/kpis?mes=2026-08&cliente=Supervielle HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:49] "GET /api/grafico?mes=2026-08&cliente=Supervielle HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:49] "GET /api/resumen?mes=2026-08&cliente=Supervielle HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:49] "GET /api/alertas?mes=2026-08&cliente=Supervielle HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:40:49] "GET /api/por-cliente?mes=2026-08&cliente=Supervielle HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:16] "GET /api/filtros?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:16] "GET /api/kpis?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:16] "GET /api/alertas?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:16] "GET /api/grafico?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:16] "GET /api/resumen?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:16] "GET /api/por-cliente?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:17] "GET /api/filtros?mes=2026-08&cliente=Spazios HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:17] "GET /api/kpis?mes=2026-08&cliente=Spazios HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:17] "GET /api/grafico?mes=2026-08&cliente=Spazios HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:17] "GET /api/resumen?mes=2026-08&cliente=Spazios HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:17] "GET /api/por-cliente?mes=2026-08&cliente=Spazios HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:17] "GET /api/alertas?mes=2026-08&cliente=Spazios HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /control HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/vendor/app-tailwind.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/vendor/fontawesome/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/vendor/chart.umd.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/password-fields.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/vendor/chart.umd.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/password-fields.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /static/vendor/fontawesome/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:41:40] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [07/Sep/2026 14:41:41] "GET /api/filtros HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:41] "GET /api/datos?_ts=1788802900659 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:43] "GET /api/datos?mes=2026-08&_ts=1788802903338 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:41:47] "GET /api/datos?mes=2026-08&cliente=Spazios&_ts=1788802907320 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:42:40] "PUT /api/datos/1420 HTTP/1.1" 400 -
127.0.0.1 - - [07/Sep/2026 14:42:53] "PUT /api/datos/1420 HTTP/1.1" 400 -
127.0.0.1 - - [07/Sep/2026 14:43:12] "PUT /api/datos/1420 HTTP/1.1" 400 -
127.0.0.1 - - [07/Sep/2026 14:44:03] "PUT /api/datos/1420 HTTP/1.1" 400 -
127.0.0.1 - - [07/Sep/2026 14:44:25] "PUT /api/datos/1420 HTTP/1.1" 400 -
127.0.0.1 - - [07/Sep/2026 14:44:47] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:47] "GET /static/vendor/app-tailwind.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:47] "GET /static/vendor/fontawesome/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:47] "GET /static/vendor/chart.umd.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:47] "GET /static/password-fields.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /static/vendor/chart.umd.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /static/vendor/fontawesome/webfonts/fa-solid-900.woff2 HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /api/filtros HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /api/kpis HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /static/password-fields.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /api/alertas HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /api/grafico HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /api/resumen HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:48] "GET /api/por-cliente HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:50] "GET /api/filtros?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:50] "GET /api/grafico?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:50] "GET /api/resumen?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:50] "GET /api/kpis?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:50] "GET /api/alertas?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:50] "GET /api/por-cliente?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:53] "GET /api/filtros?mes=2026-08&cliente=BSF+Carrefour HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:53] "GET /api/kpis?mes=2026-08&cliente=BSF+Carrefour HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:53] "GET /api/grafico?mes=2026-08&cliente=BSF+Carrefour HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:53] "GET /api/resumen?mes=2026-08&cliente=BSF+Carrefour HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:53] "GET /api/alertas?mes=2026-08&cliente=BSF+Carrefour HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:44:53] "GET /api/por-cliente?mes=2026-08&cliente=BSF+Carrefour HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:45:05] "GET /api/filtros?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:45:05] "GET /api/kpis?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:45:05] "GET /api/alertas?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:45:05] "GET /api/grafico?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:45:05] "GET /api/resumen?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:45:05] "GET /api/por-cliente?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:51:21] "GET /api/filtros?mes=2026-08&cliente=Banco+Piano HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:51:21] "GET /api/kpis?mes=2026-08&cliente=Banco+Piano HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:51:21] "GET /api/grafico?mes=2026-08&cliente=Banco+Piano HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:51:21] "GET /api/alertas?mes=2026-08&cliente=Banco+Piano HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:51:21] "GET /api/resumen?mes=2026-08&cliente=Banco+Piano HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:51:21] "GET /api/por-cliente?mes=2026-08&cliente=Banco+Piano HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:52:24] "GET /api/filtros?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:52:24] "GET /api/alertas?mes=2026-08 HTTP/1.1" 200 -
127.0.0.1 - - [07/Sep/2026 14:52:24] "GET /api/grafico?mes=2026-08 HTTP/1.1" 200 -
